Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Membership,Age,TotalSpent,RelationshipStatus,Children,HouseHoldSize,Parent
Graduate,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,659,62,1245,Alone,1,2,1
Graduate,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,460,46,189,Partner,1,3,1
Graduate,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,612,48,576,Partner,1,3,1
Graduate,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,567,72,1103,Alone,1,2,1
Postgraduate,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,690,52,1753,Partner,0,2,0
Postgraduate,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,133,38,17,Partner,1,3,1
Graduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,58,433,Alone,2,3,1
Undergraduate,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,540,62,1588,Alone,1,2,1
Graduate,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,410,53,22,Partner,1,3,1
Graduate,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,73,19,Alone,0,1,0
Postgraduate,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,463,59,1117,Partner,1,3,1
Undergraduate,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,202,49,69,Partner,1,3,1
Postgraduate,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,207,42,23,Partner,1,3,1
Postgraduate,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,268,66,605,Alone,1,2,1
Graduate,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,185,51,57,Alone,1,2,1
Graduate,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,244,56,2088,Alone,0,1,0
Graduate,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,553,66,1009,Partner,1,3,1
Graduate,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,333,53,26,Alone,1,2,1
Graduate,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,213,34,1627,Partner,0,2,0
Graduate,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,681,66,1102,Partner,1,3,1
Postgraduate,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,24,60,17,Partner,2,4,1
Graduate,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,405,52,1690,Partner,1,3,1
Graduate,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,536,71,1390,Partner,1,3,1
Postgraduate,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,36,2126,Partner,0,2,0
Postgraduate,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,608,55,1531,Partner,1,3,1
Postgraduate,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,286,49,64,Alone,1,2,1
Graduate,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,245,39,26,Alone,1,2,1
Undergraduate,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,645,66,210,Partner,0,2,0
Graduate,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,669,57,1148,Partner,2,4,1
Postgraduate,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,624,50,33,Alone,1,2,1
Postgraduate,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,621,63,1101,Partner,1,3,1
Graduate,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,615,60,322,Alone,1,2,1
Graduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,60,44,Alone,2,3,1
Postgraduate,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,203,67,17,Alone,3,4,1
Graduate,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,627,45,31,Alone,1,2,1
Postgraduate,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,403,56,845,Alone,2,3,1
Postgraduate,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,12,54,275,Partner,1,3,1
Postgraduate,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,583,46,25,Partner,1,3,1
Postgraduate,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,511,72,275,Partner,2,4,1
Postgraduate,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,472,58,90,Partner,2,4,1
Graduate,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,3,61,1495,Partner,0,2,0
Postgraduate,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,622,54,184,Partner,2,4,1
Graduate,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,375,54,981,Partner,0,2,0
Graduate,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,268,54,67,Partner,1,3,1
Graduate,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,645,71,1635,Alone,0,1,0
Postgraduate,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,101,41,60,Alone,1,2,1
Postgraduate,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,145,49,231,Partner,1,3,1
Graduate,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,84,64,48,Partner,2,4,1
Graduate,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,508,61,99,Alone,2,3,1
Postgraduate,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,286,61,770,Partner,1,3,1
Graduate,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,528,68,957,Alone,0,1,0
Postgraduate,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,60,43,818,Partner,0,2,0
Postgraduate,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,453,38,925,Alone,0,1,0
Postgraduate,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,56,908,Alone,1,2,1
Undergraduate,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,503,43,102,Partner,1,3,1
Graduate,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,612,48,576,Partner,1,3,1
Graduate,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,667,78,317,Partner,0,2,0
Postgraduate,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,120,50,461,Partner,1,3,1
Postgraduate,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,73,49,37,Partner,2,4,1
Graduate,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,352,50,70,Partner,1,3,1
Graduate,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,516,72,930,Partner,0,2,0
Postgraduate,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,537,68,859,Partner,2,4,1
Graduate,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,58,1478,Alone,0,1,0
Postgraduate,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,381,75,390,Alone,0,1,0
Undergraduate,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,360,40,52,Partner,0,2,0
Graduate,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,184,55,137,Partner,1,3,1
Graduate,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,606,44,1919,Partner,0,2,0
Graduate,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,165,53,68,Partner,2,4,1
Graduate,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,474,59,25,Partner,2,4,1
Postgraduate,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,675,72,1374,Partner,1,3,1
Undergraduate,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,479,36,32,Alone,1,2,1
Postgraduate,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,532,38,100,Partner,1,3,1
Graduate,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,533,42,825,Alone,0,1,0
Postgraduate,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,104,59,916,Alone,1,2,1
Graduate,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,74,66,62,Alone,2,3,1
Undergraduate,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,260,68,728,Partner,1,3,1
Postgraduate,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,120,46,90,Partner,1,3,1
Graduate,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,77,36,273,Alone,1,2,1
Graduate,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,184,40,66,Partner,1,3,1
Postgraduate,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,458,63,1213,Partner,0,2,0
Graduate,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,649,58,107,Alone,0,1,0
Graduate,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,116,77,1157,Alone,0,1,0
Postgraduate,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,292,60,546,Partner,1,3,1
Postgraduate,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,428,32,241,Partner,0,2,0
Graduate,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,162,48,53,Alone,1,2,1
Graduate,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,244,57,37,Partner,3,5,1
Postgraduate,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,508,48,1508,Alone,0,1,0
Graduate,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,194,58,235,Partner,2,4,1
Postgraduate,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,110,68,32,Partner,2,4,1
Graduate,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,335,52,102,Partner,2,4,1
Graduate,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,684,39,401,Alone,1,2,1
Graduate,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,348,73,28,Partner,2,4,1
Graduate,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,528,53,680,Partner,1,3,1
Graduate,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,363,50,30,Partner,1,3,1
Postgraduate,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,140,59,20,Alone,2,3,1
Postgraduate,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,507,63,1307,Alone,1,2,1
Graduate,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,534,71,630,Alone,1,2,1
Graduate,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,359,67,1283,Partner,0,2,0
Postgraduate,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,362,48,65,Alone,1,2,1
Graduate,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,234,40,37,Partner,1,3,1
Postgraduate,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,416,74,38,Partner,3,5,1
Postgraduate,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,501,38,160,Alone,1,2,1
Graduate,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,439,41,23,Alone,1,2,1
Postgraduate,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,291,35,71,Alone,0,1,0
Postgraduate,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,452,68,1161,Partner,1,3,1
Postgraduate,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,535,53,59,Partner,1,3,1
Graduate,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,364,41,33,Partner,1,3,1
Graduate,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,655,64,946,Alone,2,3,1
Graduate,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,570,56,1442,Alone,0,1,0
Graduate,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,594,52,62,Partner,1,3,1
Graduate,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,483,59,1674,Partner,0,2,0
Graduate,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,688,36,1538,Alone,0,1,0
Graduate,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,204,38,139,Alone,0,1,0
Postgraduate,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,583,55,1182,Partner,1,3,1
Postgraduate,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,381,74,507,Partner,1,3,1
Undergraduate,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,318,51,18,Partner,1,3,1
Graduate,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,231,72,940,Alone,0,1,0
Graduate,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,371,59,42,Partner,2,4,1
Graduate,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,13,54,1190,Alone,0,1,0
Graduate,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,53,44,Alone,2,3,1
Postgraduate,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,177,48,16,Partner,1,3,1
Graduate,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,194,67,835,Partner,1,3,1
Graduate,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,535,38,1443,Partner,1,3,1
Postgraduate,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,244,58,1029,Alone,0,1,0
Graduate,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,610,50,1188,Partner,0,2,0
Postgraduate,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,554,48,1277,Alone,1,2,1
Graduate,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,212,46,49,Alone,2,3,1
Graduate,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,414,69,99,Partner,1,3,1
Postgraduate,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,564,55,1670,Partner,0,2,0
Postgraduate,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,264,76,425,Partner,2,4,1
Graduate,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,639,67,2153,Partner,0,2,0
Postgraduate,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,99,55,636,Alone,1,2,1
Graduate,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,125,46,57,Partner,2,4,1
Postgraduate,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,583,46,25,Partner,1,3,1
Graduate,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,548,57,494,Partner,2,4,1
Graduate,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,677,55,693,Alone,1,2,1
Graduate,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,408,64,1348,Partner,0,2,0
Graduate,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,470,48,51,Alone,1,2,1
Graduate,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,589,62,1932,Partner,0,2,0
Postgraduate,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,575,49,990,Alone,1,2,1
Undergraduate,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,68,40,30,Partner,1,3,1
Graduate,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,609,49,254,Partner,2,4,1
Postgraduate,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,304,54,29,Alone,1,2,1
Graduate,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,595,58,1371,Alone,1,2,1
Postgraduate,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,372,52,73,Alone,2,3,1
Postgraduate,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,680,49,120,Alone,2,3,1
Graduate,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,468,54,81,Alone,0,1,0
Graduate,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,546,35,37,Alone,1,2,1
Postgraduate,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,270,63,1377,Partner,1,3,1
Graduate,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,380,55,51,Alone,1,2,1
Postgraduate,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,537,55,17,Partner,2,4,1
Graduate,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,227,39,22,Partner,1,3,1
Graduate,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,564,70,324,Alone,0,1,0
Undergraduate,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,676,51,211,Partner,3,5,1
Postgraduate,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,91,43,19,Alone,1,2,1
Graduate,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,410,53,41,Alone,1,2,1
Postgraduate,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,256,56,492,Partner,1,3,1
Graduate,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,632,64,1005,Partner,1,3,1
Graduate,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,668,75,114,Partner,1,3,1
Postgraduate,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,417,56,1173,Alone,2,3,1
Graduate,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,177,45,1738,Partner,0,2,0
Postgraduate,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,202,45,222,Partner,1,3,1
Graduate,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,56,31,1127,Alone,0,1,0
Postgraduate,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,437,78,209,Partner,0,2,0
Postgraduate,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,124,56,787,Partner,1,3,1
Postgraduate,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,266,33,1598,Partner,0,2,0
Graduate,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,652,53,186,Partner,2,4,1
Graduate,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,667,40,47,Partner,1,3,1
Graduate,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,552,37,27,Alone,1,2,1
Undergraduate,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,597,44,96,Partner,1,3,1
Undergraduate,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,463,68,64,Alone,2,3,1
Graduate,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,640,59,1040,Partner,0,2,0
Graduate,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,318,50,163,Alone,2,3,1
Graduate,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,475,64,343,Partner,0,2,0
Postgraduate,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,250,69,446,Alone,3,4,1
Graduate,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,20,59,41,Partner,2,4,1
Postgraduate,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,668,52,70,Alone,1,2,1
Postgraduate,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,30,53,272,Alone,2,3,1
Postgraduate,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,388,50,46,Partner,1,3,1
Graduate,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,620,61,490,Partner,2,4,1
Undergraduate,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,589,42,79,Alone,1,2,1
Graduate,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,597,48,915,Partner,1,3,1
Postgraduate,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,456,69,1485,Partner,1,3,1
Graduate,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,676,37,369,Alone,1,2,1
Graduate,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,522,62,1073,Partner,1,3,1
Undergraduate,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,221,49,78,Partner,1,3,1
Graduate,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,135,30,1378,Partner,0,2,0
Graduate,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,492,43,1474,Alone,0,1,0
Postgraduate,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,481,53,751,Partner,2,4,1
Postgraduate,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,54,51,48,Partner,1,3,1
Graduate,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,38,41,45,Partner,1,3,1
Postgraduate,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,24,42,10,Partner,1,3,1
Postgraduate,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,390,50,1435,Partner,0,2,0
Graduate,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,207,71,20,Partner,3,5,1
Graduate,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,66,38,1795,Partner,0,2,0
Graduate,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,85,35,1188,Partner,1,3,1
Undergraduate,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,56,35,43,Partner,1,3,1
Graduate,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,430,56,1008,Partner,1,3,1
Postgraduate,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,416,63,1688,Alone,0,1,0
Graduate,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,608,35,684,Partner,1,3,1
Undergraduate,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,522,57,1082,Partner,2,4,1
Graduate,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,216,60,1068,Partner,1,3,1
Graduate,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,147,54,57,Alone,1,2,1
Postgraduate,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,373,68,46,Partner,1,3,1
Graduate,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,190,58,733,Alone,1,2,1
Postgraduate,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,295,75,467,Alone,1,2,1
Postgraduate,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,311,53,122,Partner,1,3,1
Undergraduate,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,507,38,36,Partner,1,3,1
Graduate,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,360,35,34,Partner,1,3,1
Postgraduate,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,191,76,156,Partner,1,3,1
Graduate,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,327,78,14,Partner,0,2,0
